"BHK","Rent","Size","Current_floor","Total_floor","Area_type","Area_locality","City","Furnishing_status","Tenant_preferred","Bathroom","Contact"
3,85000,200,3,3,"Carpet","Shivalik, Malviya Nagar","Delhi","Unfurnished","Bachelors",3,"Agent"
1,15000,200,4,4,"Super","DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,22000,800,3,3,"Super","Chhattarpur","Delhi","Furnished","Bachelors/Family",2,"Owner"
2,32000,1000,1,3,"Super","Lajpat Nagar 1","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
2,20000,500,4,4,"Carpet","Vasant Kunj 2, Vasant Kunj","Delhi","Semi-Furnished","Bachelors",2,"Owner"
1,35000,300,3,5,"Super","Rajouri Garden","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,35000,900,0,4,"Carpet","Lajpat Nagar 1","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
3,65000,240,1,4,"Carpet","Saket","Delhi","Unfurnished","Bachelors/Family",3,"Agent"
2,15000,650,0,3,"Carpet","Fateh Nagar, Janakpuri","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
3,12000,950,3,5,"Carpet","Kotla, Mayur Vihar","Delhi","Semi-Furnished","Bachelors",2,"Owner"
1,8000,500,0,3,"Super","Dwarka Sector 23","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,11000,500,2,5,"Super","Palam - Dabri Marg","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,12000,450,4,4,"Super","Mansa Ram Park","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
4,140000,2800,0,4,"Carpet","New Friends Colony","Delhi","Semi-Furnished","Bachelors/Family",4,"Agent"
2,24000,150,1,2,"Super","Paschim Vihar","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,20000,400,3,4,"Carpet","Lajpat Nagar 4","Delhi","Furnished","Bachelors/Family",1,"Agent"
3,16000,100,3,4,"Super","Jamia Nagar, Okhla","Delhi","Furnished","Bachelors/Family",2,"Owner"
1,15000,400,3,4,"Carpet","Lajpat Nagar 4","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
2,28500,900,0,4,"Carpet","Paschim Vihar","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
3,30000,1350,1,7,"Super","Vasundhara Enclave","Delhi","Semi-Furnished","Family",3,"Owner"
1,16000,500,1,4,"Super","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
3,80000,1700,1,4,"Carpet","Shivalik, Malviya Nagar","Delhi","Furnished","Bachelors",3,"Agent"
1,11000,400,2,4,"Carpet","Lajpat Nagar 4","Delhi","Unfurnished","Bachelors/Family",1,"Agent"
2,21000,110,2,3,"Super","Jangpura Extension, Jangpura","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
3,10500,1200,1,4,"Super","Najafgarh","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,15000,50,2,4,"Carpet","Dwarka Sector 14","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
3,16000,100,2,3,"Super","Hari Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
2,45000,1000,2,3,"Super","Kailash Colony, Greater Kailash","Delhi","Furnished","Bachelors/Family",2,"Owner"
1,6000,63,4,4,"Super","Rohini Sector 2","Delhi","Furnished","Bachelors/Family",1,"Owner"
3,40000,1800,0,3,"Super","Vasant Kunj","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,36000,1440,2,3,"Carpet","Chittaranjan Park","Delhi","Semi-Furnished","Bachelors",2,"Agent"
2,12000,55,0,4,"Super","Uttam Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,45000,1500,1,12,"Carpet","The Shabad Apartment, Dwarka Sector 13","Delhi","Unfurnished","Bachelors",3,"Owner"
2,20000,400,3,3,"Super","Kasturba Niketan, Lajpat Nagar 2","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,10000,100,1,4,"Carpet","Krishna Nagar","Delhi","Furnished","Bachelors/Family",2,"Owner"
2,5000,500,1,3,"Super","Sangam Vihar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,8000,100,0,3,"Super","Rohini Sector 38","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
2,13000,455,1,4,"Super","DDA Akshardham Apartments, DS 19","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,15000,80,3,4,"Carpet","Anand Parbat","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,7500,450,0,2,"Super","Burari","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
1,6000,400,0,1,"Super","Qutub Vihar, Dwarka","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
4,100000,300,1,3,"Super","Vasant Kunj","Delhi","Unfurnished","Bachelors/Family",4,"Owner"
2,12000,700,2,3,"Super","Rohini Sector 23","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,10000,600,4,5,"Super","Mohan Garden, Razapur Khurd","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,10000,800,2,3,"Super","Bharthal, Dwarka","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,12000,950,2,3,"Super","Chanakya Place, Sitapuri","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
2,15000,450,4,4,"Super","Shadipur","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,10000,450,1,3,"Carpet","Radhey Shyam Park","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,12000,68,3,5,"Super","Uttam Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,14500,850,2,4,"Carpet","Rajpur Khurd Extension, Rajpur","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
2,18500,1000,3,4,"Super","Kotla Mubarakpur, South Extension","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,24000,600,4,4,"Carpet","Rajouri Garden","Delhi","Furnished","Bachelors",1,"Agent"
2,11000,65,0,4,"Super","New Ashok Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,52000,1700,1,1,"Carpet","Vasant Kunj","Delhi","Semi-Furnished","Bachelors",3,"Agent"
3,70000,1800,0,4,"Carpet","Lajpat Nagar 3","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
2,12000,1000,3,4,"Super","Uttam Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,22000,900,2,4,"Carpet","Patparganj","Delhi","Semi-Furnished","Bachelors",2,"Agent"
4,200000,2300,1,1,"Super","Shanti Niketan","Delhi","Semi-Furnished","Bachelors/Family",4,"Owner"
2,20000,75,1,3,"Super","Green Park","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,45000,200,1,4,"Carpet","Paschim Vihar Block B1","Delhi","Semi-Furnished","Bachelors",3,"Agent"
1,8000,200,2,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",1,"Agent"
1,8000,200,2,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",1,"Agent"
2,9500,450,3,4,"Carpet","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
2,25000,750,1,4,"Carpet","Karol Bagh","Delhi","Furnished","Bachelors",2,"Agent"
2,12000,400,1,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",1,"Agent"
2,24000,84,1,4,"Carpet","Paschim Vihar","Delhi","Semi-Furnished","Bachelors",2,"Agent"
2,27000,90,2,3,"Super","Rohini Sector 8","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
2,18000,90,2,4,"Super","Mansarovar garden","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,17000,500,1,3,"Super","Lajpat Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,15000,75,4,5,"Super","Adarsh Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,13000,512,1,3,"Carpet","Patel Nagar West","Delhi","Furnished","Bachelors/Family",1,"Agent"
3,70000,1500,1,3,"Carpet","Vasant Kunj","Delhi","Semi-Furnished","Bachelors",3,"Agent"
1,14000,446,2,4,"Super","Amar Colony, Lajpat Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,32000,1100,4,5,"Super","Gagan Vihar, Krishna Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,4000,125,1,2,"Super","Sangam Vihar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,100000,1800,3,5,"Super","Gautam Nagar","Delhi","Furnished","Bachelors/Family",3,"Owner"
3,20000,1300,1,4,"Super","Chhattarpur","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
3,30000,2000,7,10,"Super","Ashoka Enclave Apartment, Dwarka Sector 11","Delhi","Semi-Furnished","Family",2,"Owner"
2,150000,1200,2,3,"Carpet","Greater Kailash 1","Delhi","Furnished","Bachelors",2,"Owner"
3,19500,125,1,4,"Super","Uttam Nagar","Delhi","Unfurnished","Bachelors",2,"Owner"
2,18000,730,2,3,"Carpet","Arjun Nagar, Safdarjung Enclave","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
2,25000,160,3,3,"Carpet","Dr Mukherjee Nagar West","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,18000,1000,0,2,"Super","Janakpuri Block B1","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,10000,450,1,5,"Super","Paschim Vihar","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,12000,75,2,4,"Super","Mehrauli","Delhi","Furnished","Bachelors/Family",2,"Owner"
3,25000,2000,1,3,"Super","Karkardooma, Anand Vihar","Delhi","Semi-Furnished","Bachelors",3,"Agent"
4,40000,2400,4,4,"Super","Preet Vihar","Delhi","Unfurnished","Bachelors",3,"Agent"
2,30000,1800,0,2,"Super","Karkardooma, Anand Vihar","Delhi","Semi-Furnished","Bachelors",2,"Agent"
3,29000,1800,0,3,"Super","Mausam Vihar","Delhi","Unfurnished","Family",3,"Agent"
3,35000,2200,2,4,"Super","Nirman Vihar, Preet Vihar","Delhi","Unfurnished","Bachelors/Family",3,"Agent"
3,21000,2200,0,2,"Carpet","Vivek Vihar","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
3,31000,900,3,4,"Carpet","Surajmal Vihar","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
2,8000,75,2,4,"Super","Chhattarpur","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,15500,75,2,4,"Super","Saket","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
3,32000,1800,3,4,"Carpet","Gagan Vihar, Krishna Nagar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
3,30000,160,2,4,"Carpet","Surajmal Vihar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
4,42000,2700,2,4,"Carpet","Pushpanjali, Anand Vihar","Delhi","Semi-Furnished","Bachelors",4,"Agent"
3,20500,1050,3,4,"Carpet","Laxmi Nagar","Delhi","Furnished","Bachelors/Family",2,"Agent"
3,60000,1800,2,3,"Super","Sarvodaya Enclave","Delhi","Furnished","Bachelors/Family",3,"Owner"
2,95000,2700,1,3,"Super","Greater Kailash 2","Delhi","Furnished","Bachelors/Family",2,"Agent"
1,16000,499,2,3,"Carpet","Chittaranjan Park Block K","Delhi","Semi-Furnished","Family",1,"Owner"
1,8500,450,3,4,"Carpet","Sarita Vihar Pocket M","Delhi","Unfurnished","Bachelors",1,"Agent"
1,14000,60,3,4,"Super","Paryavaran Complex, Sainik Farm","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,140000,2200,0,3,"Super","Defence Colony","Delhi","Unfurnished","Bachelors/Family",3,"Agent"
2,8000,130,0,3,"Super","Raj Nagar 2","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,12500,650,3,4,"Super","Chirag Delhi","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,14000,100,3,4,"Super","Janakpuri","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,6000,45,2,3,"Super","Devli, Sangam Vihar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,10000,600,2,3,"Super","Trilokpuri","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,15000,800,0,4,"Super","Kadipur","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,8000,1500,1,1,"Carpet","Cherlopalli TIRUPATI","Delhi","Unfurnished","Bachelors/Family",3,"Owner"
1,10000,30,1,5,"Super","Mahipalpur","Delhi","Furnished","Bachelors/Family",1,"Owner"
1,8500,55,0,3,"Super","Gharoli","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,25000,900,0,3,"Carpet","Nirman Vihar, Preet Vihar","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,13000,1000,1,2,"Carpet","Bhajanpura","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
1,6000,360,1,2,"Super","Ghitorni","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,7000,450,1,4,"Super","Mohan Garden, Razapur Khurd","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,22000,900,4,5,"Super","Gangaram Vatika, Vishnu Garden","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,40000,1100,2,4,"Super","Kailash Colony, Greater Kailash","Delhi","Furnished","Bachelors/Family",2,"Owner"
2,22000,700,0,2,"Super","Rohini Sector 7","Delhi","Furnished","Bachelors/Family",2,"Owner"
1,4500,400,1,2,"Super","Sagar Pur","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,15000,950,0,3,"Super","Rohini Sector 4","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,130000,3000,1,5,"Super","Defence Colony","Delhi","Semi-Furnished","Bachelors/Family",4,"Agent"
2,23000,950,3,3,"Carpet","Ber Sarai","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
3,45000,1100,1,4,"Super","Chittaranjan Park","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
1,15000,497,3,4,"Carpet","Lajpat Nagar 4","Delhi","Unfurnished","Bachelors/Family",1,"Agent"
3,13000,100,3,4,"Super","Viswas Park, Matiala","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,10000,70,1,4,"Super","Shakarpur","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,10000,55,2,4,"Super","Dwarka Sector 8","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,6500,300,4,5,"Super","East Of Kailash","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
1,7000,400,2,4,"Carpet","Mandawali","Delhi","Unfurnished","Bachelors",1,"Owner"
2,7000,500,2,4,"Super","Badarpur","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
4,17401,650,4,4,"Super","Patel Nagar West","Delhi","Furnished","Bachelors/Family",2,"Owner"
1,5500,630,0,2,"Super","Uttam Nagar","Delhi","Furnished","Bachelors/Family",1,"Owner"
1,20000,450,1,3,"Super","DS 19","Delhi","Unfurnished","Family",1,"Owner"
2,7000,500,1,2,"Super","Mahipalpur","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
5,190000,200,2,2,"Carpet","Safdarjung Development Area, Hauz Khas","Delhi","Unfurnished","Bachelors",5,"Agent"
2,13000,95,1,4,"Super","Shahdara","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
4,60000,272,0,4,"Carpet","Model Town","Delhi","Furnished","Bachelors",3,"Agent"
2,17000,800,2,4,"Carpet","Rohini Sector 24","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
2,16000,50,2,4,"Super","Nirankari Colony, Mukherjee Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,9500,400,2,4,"Super","Maidan Garhi, Chhattarpur","Delhi","Furnished","Bachelors/Family",1,"Owner"
1,5000,450,0,3,"Super","Vikash Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,27000,1800,2,4,"Carpet","Jagriti Enclave, Anand Vihar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
3,29000,1800,2,4,"Carpet","Saini Enclave, Anand Vihar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
3,29000,2000,1,4,"Carpet","Vivek Vihar Phase 1","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
4,37000,2700,2,3,"Carpet","AGCR Enclave, Anand Vihar","Delhi","Semi-Furnished","Bachelors/Family",4,"Agent"
4,36000,2700,2,3,"Carpet","AGCR Enclave, Anand Vihar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
3,35000,1800,4,4,"Carpet","Surajmal Vihar","Delhi","Semi-Furnished","Bachelors",3,"Agent"
4,42000,2700,2,4,"Carpet","Pushpanjali, Anand Vihar","Delhi","Semi-Furnished","Bachelors",4,"Agent"
3,37000,1800,1,4,"Carpet","Preet Vihar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
3,30000,1800,2,3,"Carpet","Surajmal Vihar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
3,20000,1200,2,3,"Super","Ghitorni","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,8500,600,1,4,"Carpet","Chattarpur Extension","Delhi","Semi-Furnished","Bachelors",1,"Owner"
1,11000,350,2,5,"Super","Sheikh Sarai","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,14000,100,2,4,"Super","Dwarka","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
3,55000,1800,1,3,"Carpet","Malviya Nagar","Delhi","Unfurnished","Bachelors/Family",3,"Agent"
2,25000,900,3,4,"Carpet","Jagriti Enclave, Anand Vihar","Delhi","Semi-Furnished","Bachelors",2,"Agent"
3,20500,1150,3,4,"Carpet","Laxmi Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
4,28000,1400,2,4,"Carpet","Rohini Sector 24","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
1,5000,500,0,4,"Super","Mahavir Enclave Part 1","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
4,35000,300,2,4,"Carpet","AGCR Enclave, Anand Vihar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
3,30000,1800,2,4,"Carpet","Saini Enclave, Anand Vihar","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
1,10000,500,3,4,"Carpet","Neb Sarai","Delhi","Unfurnished","Bachelors/Family",1,"Agent"
1,11000,500,0,4,"Super","Rohini Sector 17","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,17000,80,1,4,"Super","Mayur Vihar Phase 1 Extension","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,35000,1000,2,4,"Super","Kalkaji","Delhi","Semi-Furnished","Bachelors",2,"Agent"
3,30000,1600,6,10,"Super","Highland Tower, Dwarka Sector 12","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
4,30000,1800,6,8,"Super","Dwarka Sector 22","Delhi","Semi-Furnished","Bachelors/Family",4,"Owner"
2,13000,400,0,4,"Carpet","Rohini Sector 24","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
2,13000,900,0,3,"Super","Chhattarpur","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,11000,480,4,5,"Carpet","East Of Kailash","Delhi","Unfurnished","Bachelors/Family",1,"Agent"
1,13000,180,2,2,"Carpet","Lajpat Nagar 1","Delhi","Unfurnished","Bachelors",1,"Owner"
2,33000,1000,1,3,"Carpet","Munirka Vihar, Munirka","Delhi","Unfurnished","Bachelors",2,"Agent"
3,25000,1120,2,3,"Super","gg1 vikas puri","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,70000,1800,2,4,"Carpet","Saket","Delhi","Semi-Furnished","Bachelors",3,"Agent"
3,30000,1200,1,3,"Carpet","Vikaspuri","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,9000,550,1,4,"Super","DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
2,14500,1400,3,4,"Super","Dilshad Garden","Delhi","Unfurnished","Bachelors",1,"Owner"
3,50000,1600,2,4,"Carpet","Vasant Kunj Sector C","Delhi","Semi-Furnished","Bachelors",2,"Agent"
1,20000,650,1,4,"Carpet","Mayur Vihar 1","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
4,15000,120,0,2,"Super","Rohini Sector 38","Delhi","Furnished","Bachelors/Family",4,"Owner"
2,7500,450,1,3,"Carpet","Mahavir Enclave Part 1","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
1,13500,520,0,4,"Super","Uttam Nagar","Delhi","Furnished","Bachelors/Family",1,"Owner"
1,14000,850,2,4,"Super","Paschim Vihar","Delhi","Semi-Furnished","Bachelors",1,"Owner"
2,18000,850,1,4,"Carpet","Saket","Delhi","Semi-Furnished","Bachelors",2,"Agent"
2,14000,585,2,4,"Carpet","Pandav Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
3,65000,1600,0,4,"Carpet","East Of Kailash","Delhi","Furnished","Bachelors/Family",2,"Agent"
2,22000,950,2,5,"Super","Mayur Vihar Phase 1 Extension","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,4000,120,1,2,"Super","Najafgarh","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,10000,500,3,3,"Super","Vinod Nagar East","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,7500,200,2,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",1,"Agent"
1,17000,550,2,4,"Super","Ramesh Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,18000,650,2,4,"Carpet","Gautam Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
4,70000,2800,6,10,"Carpet","Delhi estate Apartment","Delhi","Unfurnished","Bachelors",4,"Agent"
1,10000,50,3,4,"Super","Mahipalpur","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,15000,550,4,4,"Carpet","Dori Walan","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,16500,90,4,5,"Super","DS 19","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
3,100000,2925,1,4,"Super","Defence Colony","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
1,7500,150,4,4,"Carpet","New Mahavir Nagar, Tilak Nagar","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,6000,450,1,3,"Super","north chajjupur shahdara","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,18000,750,4,4,"Carpet","Mahavir Enclave Part 1","Delhi","Unfurnished","Bachelors",2,"Owner"
2,18000,975,0,3,"Super","Janakpuri","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
3,8000,106,0,4,"Super","Burari","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,14000,750,4,6,"Super","Mehrauli","Delhi","Furnished","Bachelors/Family",2,"Owner"
2,11000,80,2,4,"Super","Khanpur, Madangir","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
3,25000,96,2,5,"Super","Rohini Sector 11","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,9000,500,1,3,"Super","Chhattarpur","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,47000,1550,0,3,"Carpet","Vasant Kunj","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
2,20000,1000,3,3,"Super","Gaurav Apartment, Indraprastha Extension, Patparganj","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,6000,400,2,4,"Super","Mehrauli","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
1,5000,450,1,4,"Super","Bhajanpura","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,20000,1000,3,4,"Super","DDA Devdoot Apartment, Vikaspuri","Delhi","Semi-Furnished","Family",1,"Owner"
1,10000,450,2,4,"Super","Khirki extension, Malviya Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,15000,100,3,4,"Super","Chhattarpur","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,13500,550,2,4,"Carpet","Laxmi Nagar District Centre, Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
1,5500,400,2,3,"Super","Bindapur","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,14000,60,1,5,"Super","Guru Angad Nagar West, Laxmi Nagar","Delhi","Furnished","Bachelors/Family",1,"Owner"
4,18000,900,3,5,"Super","Subhash Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,20000,700,1,5,"Super","Rohini Sector 5","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,9300,500,2,4,"Super","Laxmi Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,80000,2000,2,4,"Carpet","Safdarjung Enclave","Delhi","Furnished","Bachelors",3,"Agent"
2,7500,400,2,3,"Carpet","Aya Nagar","Delhi","Semi-Furnished","Bachelors",1,"Owner"
3,30000,1500,1,4,"Carpet","Sarita Vihar Pocket C","Delhi","Unfurnished","Bachelors",2,"Agent"
2,13000,70,2,4,"Super","IGNOU Road, Saket","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
